,date,cell_num,nr_people,hours,minutes
1586248,2017-06-29,493-1264,27.0,18.0,15.0
1586469,2017-06-29,493-1264,27.0,18.0,30.0
1586690,2017-06-29,493-1264,27.0,18.0,45.0
1586911,2017-06-29,493-1264,27.0,19.0,0.0
1587132,2017-06-29,493-1264,26.0,19.0,15.0
1587353,2017-06-29,493-1264,26.0,19.0,30.0
1587574,2017-06-29,493-1264,26.0,19.0,45.0
1587795,2017-06-29,493-1264,26.0,20.0,0.0
1588016,2017-06-29,493-1264,24.0,20.0,15.0
1588237,2017-06-29,493-1264,24.0,20.0,30.0
1588458,2017-06-29,493-1264,23.0,20.0,45.0
1588679,2017-06-29,493-1264,22.0,21.0,0.0
1588900,2017-06-29,493-1264,22.0,21.0,15.0
1589121,2017-06-29,493-1264,22.0,21.0,30.0
1589342,2017-06-29,493-1264,22.0,21.0,45.0
1589563,2017-06-29,493-1264,21.0,22.0,0.0
1589784,2017-06-29,493-1264,21.0,22.0,15.0
1590005,2017-06-29,493-1264,21.0,22.0,30.0
1590226,2017-06-29,493-1264,20.0,22.0,45.0
1590447,2017-06-29,493-1264,21.0,23.0,0.0
1590668,2017-06-29,493-1264,21.0,23.0,15.0
1590889,2017-06-29,493-1264,21.0,23.0,30.0
1591110,2017-06-29,493-1264,22.0,23.0,45.0
1591331,2017-06-30,493-1264,22.0,0.0,0.0
1591552,2017-06-30,493-1264,22.0,0.0,15.0
1591773,2017-06-30,493-1264,22.0,0.0,30.0
1591994,2017-06-30,493-1264,23.0,0.0,45.0
1592215,2017-06-30,493-1264,23.0,1.0,0.0
1592436,2017-06-30,493-1264,22.0,1.0,15.0
1592657,2017-06-30,493-1264,22.0,1.0,30.0
1592878,2017-06-30,493-1264,19.0,1.0,45.0
1593099,2017-06-30,493-1264,19.0,2.0,0.0
1593320,2017-06-30,493-1264,19.0,2.0,15.0
1593541,2017-06-30,493-1264,19.0,2.0,30.0
1593762,2017-06-30,493-1264,18.0,2.0,45.0
1593983,2017-06-30,493-1264,18.0,3.0,0.0
1594204,2017-06-30,493-1264,18.0,3.0,15.0
1594425,2017-06-30,493-1264,18.0,3.0,30.0
1594646,2017-06-30,493-1264,17.0,3.0,45.0
1594867,2017-06-30,493-1264,18.0,4.0,0.0
1595088,2017-06-30,493-1264,17.0,4.0,15.0
1595309,2017-06-30,493-1264,17.0,4.0,30.0
1595530,2017-06-30,493-1264,17.0,4.0,45.0
1595751,2017-06-30,493-1264,18.0,5.0,0.0
1595972,2017-06-30,493-1264,18.0,5.0,15.0
1596193,2017-06-30,493-1264,18.0,5.0,30.0
1596414,2017-06-30,493-1264,18.0,5.0,45.0
1596635,2017-06-30,493-1264,18.0,6.0,0.0
1596856,2017-06-30,493-1264,18.0,6.0,15.0
1597077,2017-06-30,493-1264,18.0,6.0,30.0
1597298,2017-06-30,493-1264,18.0,6.0,45.0
1597519,2017-06-30,493-1264,20.0,7.0,0.0
1597740,2017-06-30,493-1264,20.0,7.0,15.0
1597961,2017-06-30,493-1264,20.0,7.0,30.0
1598182,2017-06-30,493-1264,20.0,7.0,45.0
1598403,2017-06-30,493-1264,22.0,8.0,0.0
1598624,2017-06-30,493-1264,23.0,8.0,15.0
1598845,2017-06-30,493-1264,23.0,8.0,30.0
1599066,2017-06-30,493-1264,24.0,8.0,45.0
1599287,2017-06-30,493-1264,24.0,9.0,0.0
1599508,2017-06-30,493-1264,23.0,9.0,15.0
1599729,2017-06-30,493-1264,23.0,9.0,30.0
1599950,2017-06-30,493-1264,23.0,9.0,45.0
1600171,2017-06-30,493-1264,24.0,10.0,0.0
1600392,2017-06-30,493-1264,24.0,10.0,15.0
1600613,2017-06-30,493-1264,24.0,10.0,30.0
1600834,2017-06-30,493-1264,23.0,10.0,45.0
1601055,2017-06-30,493-1264,24.0,11.0,0.0
1601276,2017-06-30,493-1264,24.0,11.0,15.0
1601497,2017-06-30,493-1264,24.0,11.0,30.0
1601718,2017-06-30,493-1264,24.0,11.0,45.0
1601939,2017-06-30,493-1264,23.0,12.0,0.0
1602160,2017-06-30,493-1264,24.0,12.0,15.0
1602381,2017-06-30,493-1264,24.0,12.0,30.0
1602602,2017-06-30,493-1264,25.0,12.0,45.0
1602823,2017-06-30,493-1264,25.0,13.0,0.0
1603044,2017-06-30,493-1264,25.0,13.0,15.0
1603265,2017-06-30,493-1264,25.0,13.0,30.0
1603486,2017-06-30,493-1264,25.0,13.0,45.0
1603707,2017-06-30,493-1264,25.0,14.0,0.0
1603928,2017-06-30,493-1264,25.0,14.0,15.0
1604149,2017-06-30,493-1264,26.0,14.0,30.0
1604370,2017-06-30,493-1264,26.0,14.0,45.0
1604591,2017-06-30,493-1264,28.0,15.0,0.0
1604812,2017-06-30,493-1264,28.0,15.0,15.0
1605033,2017-06-30,493-1264,28.0,15.0,30.0
1605254,2017-06-30,493-1264,28.0,15.0,45.0
1605475,2017-06-30,493-1264,28.0,16.0,0.0
1605696,2017-06-30,493-1264,29.0,16.0,15.0
1605917,2017-06-30,493-1264,30.0,16.0,30.0
1606138,2017-06-30,493-1264,32.0,16.0,45.0
1606359,2017-06-30,493-1264,33.0,17.0,0.0
1606580,2017-06-30,493-1264,32.0,17.0,15.0
1606801,2017-06-30,493-1264,32.0,17.0,30.0
1607022,2017-06-30,493-1264,31.0,17.0,45.0
1607243,2017-06-30,493-1264,31.0,18.0,0.0
1607464,2017-06-30,493-1264,31.0,18.0,15.0
1607685,2017-06-30,493-1264,29.0,18.0,30.0
1607906,2017-06-30,493-1264,29.0,18.0,45.0
1608127,2017-06-30,493-1264,29.0,19.0,0.0
1608348,2017-06-30,493-1264,29.0,19.0,15.0
1608569,2017-06-30,493-1264,29.0,19.0,30.0
1608790,2017-06-30,493-1264,28.0,19.0,45.0
1609011,2017-06-30,493-1264,28.0,20.0,0.0
1609232,2017-06-30,493-1264,28.0,20.0,15.0
1609453,2017-06-30,493-1264,26.0,20.0,30.0
1609674,2017-06-30,493-1264,26.0,20.0,45.0
1609895,2017-06-30,493-1264,24.0,21.0,0.0
1610116,2017-06-30,493-1264,24.0,21.0,15.0
1610337,2017-06-30,493-1264,24.0,21.0,30.0
1610558,2017-06-30,493-1264,23.0,21.0,45.0
1610779,2017-06-30,493-1264,23.0,22.0,0.0
1611000,2017-06-30,493-1264,23.0,22.0,15.0
1611221,2017-06-30,493-1264,22.0,22.0,30.0
1611442,2017-06-30,493-1264,22.0,22.0,45.0
1611663,2017-06-30,493-1264,23.0,23.0,0.0
1611884,2017-06-30,493-1264,23.0,23.0,15.0
1612105,2017-06-30,493-1264,23.0,23.0,30.0
1612326,2017-06-30,493-1264,23.0,23.0,45.0
1612547,2017-07-01,493-1264,23.0,0.0,0.0
1612768,2017-07-01,493-1264,23.0,0.0,15.0
1612989,2017-07-01,493-1264,22.0,0.0,30.0
1613210,2017-07-01,493-1264,22.0,0.0,45.0
1613431,2017-07-01,493-1264,22.0,1.0,0.0
1613652,2017-07-01,493-1264,21.0,1.0,15.0
1613873,2017-07-01,493-1264,21.0,1.0,30.0
1614094,2017-07-01,493-1264,21.0,1.0,45.0
1614315,2017-07-01,493-1264,21.0,2.0,0.0
1614536,2017-07-01,493-1264,19.0,2.0,15.0
1614757,2017-07-01,493-1264,19.0,2.0,30.0
1614978,2017-07-01,493-1264,19.0,2.0,45.0
1615199,2017-07-01,493-1264,19.0,3.0,0.0
1615420,2017-07-01,493-1264,19.0,3.0,15.0
1615641,2017-07-01,493-1264,19.0,3.0,30.0
1615862,2017-07-01,493-1264,19.0,3.0,45.0
1616083,2017-07-01,493-1264,19.0,4.0,0.0
1616304,2017-07-01,493-1264,19.0,4.0,15.0
1616525,2017-07-01,493-1264,19.0,4.0,30.0
1616746,2017-07-01,493-1264,19.0,4.0,45.0
1616967,2017-07-01,493-1264,19.0,5.0,0.0
1617188,2017-07-01,493-1264,19.0,5.0,15.0
1617409,2017-07-01,493-1264,19.0,5.0,30.0
1617630,2017-07-01,493-1264,19.0,5.0,45.0
1617851,2017-07-01,493-1264,19.0,6.0,0.0
1618072,2017-07-01,493-1264,18.0,6.0,15.0
1618293,2017-07-01,493-1264,18.0,6.0,30.0
1618514,2017-07-01,493-1264,18.0,6.0,45.0
1618735,2017-07-01,493-1264,19.0,7.0,0.0
1618956,2017-07-01,493-1264,19.0,7.0,15.0
1619177,2017-07-01,493-1264,20.0,7.0,30.0
1619398,2017-07-01,493-1264,20.0,7.0,45.0
1619619,2017-07-01,493-1264,20.0,8.0,0.0
1619840,2017-07-01,493-1264,20.0,8.0,15.0
1620061,2017-07-01,493-1264,21.0,8.0,30.0
1620282,2017-07-01,493-1264,21.0,8.0,45.0
1620503,2017-07-01,493-1264,21.0,9.0,0.0
1620724,2017-07-01,493-1264,21.0,9.0,15.0
1620945,2017-07-01,493-1264,23.0,9.0,30.0
1621166,2017-07-01,493-1264,23.0,9.0,45.0
1621387,2017-07-01,493-1264,24.0,10.0,0.0
1621608,2017-07-01,493-1264,23.0,10.0,15.0
1621829,2017-07-01,493-1264,24.0,10.0,30.0
1622050,2017-07-01,493-1264,24.0,10.0,45.0
1622271,2017-07-01,493-1264,24.0,11.0,0.0
1622492,2017-07-01,493-1264,24.0,11.0,15.0
1622713,2017-07-01,493-1264,24.0,11.0,30.0
1622934,2017-07-01,493-1264,24.0,11.0,45.0
1623155,2017-07-01,493-1264,24.0,12.0,0.0
1623376,2017-07-01,493-1264,25.0,12.0,15.0
1623597,2017-07-01,493-1264,24.0,12.0,30.0
1623818,2017-07-01,493-1264,25.0,12.0,45.0
1624039,2017-07-01,493-1264,25.0,13.0,0.0
1624260,2017-07-01,493-1264,25.0,13.0,15.0
1624481,2017-07-01,493-1264,24.0,13.0,30.0
1624702,2017-07-01,493-1264,24.0,13.0,45.0
1624923,2017-07-01,493-1264,24.0,14.0,0.0
1625144,2017-07-01,493-1264,24.0,14.0,15.0
1625365,2017-07-01,493-1264,24.0,14.0,30.0
1625586,2017-07-01,493-1264,24.0,14.0,45.0
1625807,2017-07-01,493-1264,23.0,15.0,0.0
1626028,2017-07-01,493-1264,23.0,15.0,15.0
1626249,2017-07-01,493-1264,23.0,15.0,30.0
1626470,2017-07-01,493-1264,22.0,15.0,45.0
1626691,2017-07-01,493-1264,23.0,16.0,0.0
1626912,2017-07-01,493-1264,22.0,16.0,15.0
1627133,2017-07-01,493-1264,22.0,16.0,30.0
1627354,2017-07-01,493-1264,23.0,16.0,45.0
1627575,2017-07-01,493-1264,24.0,17.0,0.0
1627796,2017-07-01,493-1264,22.0,17.0,15.0
1628017,2017-07-01,493-1264,23.0,17.0,30.0
1628238,2017-07-01,493-1264,23.0,17.0,45.0
1628459,2017-07-01,493-1264,23.0,18.0,0.0
1628680,2017-07-01,493-1264,22.0,18.0,15.0
1628901,2017-07-01,493-1264,22.0,18.0,30.0
1629122,2017-07-01,493-1264,22.0,18.0,45.0
1629343,2017-07-01,493-1264,22.0,19.0,0.0
1629564,2017-07-01,493-1264,22.0,19.0,15.0
1629785,2017-07-01,493-1264,22.0,19.0,30.0
1630006,2017-07-01,493-1264,22.0,19.0,45.0
1630227,2017-07-01,493-1264,22.0,20.0,0.0
1630448,2017-07-01,493-1264,22.0,20.0,15.0
1630669,2017-07-01,493-1264,22.0,20.0,30.0
1630890,2017-07-01,493-1264,22.0,20.0,45.0
1631111,2017-07-01,493-1264,21.0,21.0,0.0
1631332,2017-07-01,493-1264,21.0,21.0,15.0
1631553,2017-07-01,493-1264,21.0,21.0,30.0
1631774,2017-07-01,493-1264,21.0,21.0,45.0
1631995,2017-07-01,493-1264,20.0,22.0,0.0
1632216,2017-07-01,493-1264,20.0,22.0,15.0
1632437,2017-07-01,493-1264,19.0,22.0,30.0
1632658,2017-07-01,493-1264,19.0,22.0,45.0
1632879,2017-07-01,493-1264,20.0,23.0,0.0
1633100,2017-07-01,493-1264,19.0,23.0,15.0
1633321,2017-07-01,493-1264,19.0,23.0,30.0
1633542,2017-07-01,493-1264,19.0,23.0,45.0
1633763,2017-07-02,493-1264,20.0,0.0,0.0
1633984,2017-07-02,493-1264,19.0,0.0,15.0
1634205,2017-07-02,493-1264,20.0,0.0,30.0
1634426,2017-07-02,493-1264,19.0,0.0,45.0
1634647,2017-07-02,493-1264,19.0,1.0,0.0
1634868,2017-07-02,493-1264,19.0,1.0,15.0
1635089,2017-07-02,493-1264,18.0,1.0,30.0
1635310,2017-07-02,493-1264,18.0,1.0,45.0
1635531,2017-07-02,493-1264,17.0,2.0,0.0
1635752,2017-07-02,493-1264,17.0,2.0,15.0
1635973,2017-07-02,493-1264,17.0,2.0,30.0
1636194,2017-07-02,493-1264,17.0,2.0,45.0
1636415,2017-07-02,493-1264,17.0,3.0,0.0
1636636,2017-07-02,493-1264,17.0,3.0,15.0
1636857,2017-07-02,493-1264,17.0,3.0,30.0
1637078,2017-07-02,493-1264,17.0,3.0,45.0
1637299,2017-07-02,493-1264,17.0,4.0,0.0
1637520,2017-07-02,493-1264,17.0,4.0,15.0
1637741,2017-07-02,493-1264,18.0,4.0,30.0
1637962,2017-07-02,493-1264,18.0,4.0,45.0
1638183,2017-07-02,493-1264,18.0,5.0,0.0
1638404,2017-07-02,493-1264,18.0,5.0,15.0
1638625,2017-07-02,493-1264,18.0,5.0,30.0
1638846,2017-07-02,493-1264,18.0,5.0,45.0
1639067,2017-07-02,493-1264,18.0,6.0,0.0
1639288,2017-07-02,493-1264,18.0,6.0,15.0
1639509,2017-07-02,493-1264,17.0,6.0,30.0
1639730,2017-07-02,493-1264,18.0,6.0,45.0
1639951,2017-07-02,493-1264,18.0,7.0,0.0
1640172,2017-07-02,493-1264,18.0,7.0,15.0
1640393,2017-07-02,493-1264,18.0,7.0,30.0
1640614,2017-07-02,493-1264,18.0,7.0,45.0
1640835,2017-07-02,493-1264,18.0,8.0,0.0
1641056,2017-07-02,493-1264,18.0,8.0,15.0
1641277,2017-07-02,493-1264,18.0,8.0,30.0
1641498,2017-07-02,493-1264,18.0,8.0,45.0
1641719,2017-07-02,493-1264,20.0,9.0,0.0
1641940,2017-07-02,493-1264,19.0,9.0,15.0
1642161,2017-07-02,493-1264,20.0,9.0,30.0
1642382,2017-07-02,493-1264,20.0,9.0,45.0
1642603,2017-07-02,493-1264,20.0,10.0,0.0
1642824,2017-07-02,493-1264,21.0,10.0,15.0
1643045,2017-07-02,493-1264,21.0,10.0,30.0
1643266,2017-07-02,493-1264,21.0,10.0,45.0
1643487,2017-07-02,493-1264,22.0,11.0,0.0
1643708,2017-07-02,493-1264,22.0,11.0,15.0
1643929,2017-07-02,493-1264,22.0,11.0,30.0
1644150,2017-07-02,493-1264,21.0,11.0,45.0
1644371,2017-07-02,493-1264,21.0,12.0,0.0
1644592,2017-07-02,493-1264,21.0,12.0,15.0
1644813,2017-07-02,493-1264,21.0,12.0,30.0
1645034,2017-07-02,493-1264,21.0,12.0,45.0
1645255,2017-07-02,493-1264,21.0,13.0,0.0
1645476,2017-07-02,493-1264,20.0,13.0,15.0
1645697,2017-07-02,493-1264,20.0,13.0,30.0
1645918,2017-07-02,493-1264,21.0,13.0,45.0
1646139,2017-07-02,493-1264,21.0,14.0,0.0
1646360,2017-07-02,493-1264,21.0,14.0,15.0
1646581,2017-07-02,493-1264,21.0,14.0,30.0
1646802,2017-07-02,493-1264,21.0,14.0,45.0
1647023,2017-07-02,493-1264,22.0,15.0,0.0
1647244,2017-07-02,493-1264,22.0,15.0,15.0
1647465,2017-07-02,493-1264,22.0,15.0,30.0
1647686,2017-07-02,493-1264,23.0,15.0,45.0
1647907,2017-07-02,493-1264,23.0,16.0,0.0
1648128,2017-07-02,493-1264,23.0,16.0,15.0
1648349,2017-07-02,493-1264,22.0,16.0,30.0
1648570,2017-07-02,493-1264,23.0,16.0,45.0
1648791,2017-07-02,493-1264,23.0,17.0,0.0
1649012,2017-07-02,493-1264,23.0,17.0,15.0
1649233,2017-07-02,493-1264,23.0,17.0,30.0
1649454,2017-07-02,493-1264,23.0,17.0,45.0
1649675,2017-07-02,493-1264,23.0,18.0,0.0
1649896,2017-07-02,493-1264,23.0,18.0,15.0
1650117,2017-07-02,493-1264,23.0,18.0,30.0
1650338,2017-07-02,493-1264,23.0,18.0,45.0
1650559,2017-07-02,493-1264,23.0,19.0,0.0
1650780,2017-07-02,493-1264,23.0,19.0,15.0
1651001,2017-07-02,493-1264,22.0,19.0,30.0
1651222,2017-07-02,493-1264,22.0,19.0,45.0
1651443,2017-07-02,493-1264,22.0,20.0,0.0
1651664,2017-07-02,493-1264,22.0,20.0,15.0
1651885,2017-07-02,493-1264,22.0,20.0,30.0
1652106,2017-07-02,493-1264,21.0,20.0,45.0
1652327,2017-07-02,493-1264,21.0,21.0,0.0
1652548,2017-07-02,493-1264,21.0,21.0,15.0
1652769,2017-07-02,493-1264,21.0,21.0,30.0
1652990,2017-07-02,493-1264,22.0,21.0,45.0
1653211,2017-07-02,493-1264,21.0,22.0,0.0
1653432,2017-07-02,493-1264,21.0,22.0,15.0
1653653,2017-07-02,493-1264,21.0,22.0,30.0
1653874,2017-07-02,493-1264,21.0,22.0,45.0
1654095,2017-07-02,493-1264,22.0,23.0,0.0
1654316,2017-07-02,493-1264,21.0,23.0,15.0
1654537,2017-07-02,493-1264,21.0,23.0,30.0
1654758,2017-07-02,493-1264,21.0,23.0,45.0
1654979,2017-07-03,493-1264,21.0,0.0,0.0
1655200,2017-07-03,493-1264,20.0,0.0,15.0
1655421,2017-07-03,493-1264,20.0,0.0,30.0
1655642,2017-07-03,493-1264,20.0,0.0,45.0
1655863,2017-07-03,493-1264,19.0,1.0,0.0
1656084,2017-07-03,493-1264,19.0,1.0,15.0
1656305,2017-07-03,493-1264,18.0,1.0,30.0
1656526,2017-07-03,493-1264,18.0,1.0,45.0
1656747,2017-07-03,493-1264,17.0,2.0,0.0
1656968,2017-07-03,493-1264,18.0,2.0,15.0
1657189,2017-07-03,493-1264,18.0,2.0,30.0
1657410,2017-07-03,493-1264,17.0,2.0,45.0
1657631,2017-07-03,493-1264,17.0,3.0,0.0
1657852,2017-07-03,493-1264,17.0,3.0,15.0
1658073,2017-07-03,493-1264,17.0,3.0,30.0
1658294,2017-07-03,493-1264,17.0,3.0,45.0
1658515,2017-07-03,493-1264,17.0,4.0,0.0
1658736,2017-07-03,493-1264,17.0,4.0,15.0
1658957,2017-07-03,493-1264,17.0,4.0,30.0
1659178,2017-07-03,493-1264,17.0,4.0,45.0
1659399,2017-07-03,493-1264,17.0,5.0,0.0
1659620,2017-07-03,493-1264,18.0,5.0,15.0
1659841,2017-07-03,493-1264,18.0,5.0,30.0
1660062,2017-07-03,493-1264,18.0,5.0,45.0
1660283,2017-07-03,493-1264,18.0,6.0,0.0
1660504,2017-07-03,493-1264,18.0,6.0,15.0
1660725,2017-07-03,493-1264,17.0,6.0,30.0
1660946,2017-07-03,493-1264,18.0,6.0,45.0
1661167,2017-07-03,493-1264,18.0,7.0,0.0
1661388,2017-07-03,493-1264,18.0,7.0,15.0
1661609,2017-07-03,493-1264,18.0,7.0,30.0
1661830,2017-07-03,493-1264,18.0,7.0,45.0
1662051,2017-07-03,493-1264,18.0,8.0,0.0
1662272,2017-07-03,493-1264,21.0,8.0,15.0
1662493,2017-07-03,493-1264,22.0,8.0,30.0
1662714,2017-07-03,493-1264,23.0,8.0,45.0
1662935,2017-07-03,493-1264,24.0,9.0,0.0
1663156,2017-07-03,493-1264,25.0,9.0,15.0
1663377,2017-07-03,493-1264,24.0,9.0,30.0
1663598,2017-07-03,493-1264,24.0,9.0,45.0
1663819,2017-07-03,493-1264,25.0,10.0,0.0
1664040,2017-07-03,493-1264,24.0,10.0,15.0
1664261,2017-07-03,493-1264,24.0,10.0,30.0
1664482,2017-07-03,493-1264,24.0,10.0,45.0
1664703,2017-07-03,493-1264,24.0,11.0,0.0
1664924,2017-07-03,493-1264,25.0,11.0,15.0
1665145,2017-07-03,493-1264,26.0,11.0,30.0
1665366,2017-07-03,493-1264,25.0,11.0,45.0
1665587,2017-07-03,493-1264,25.0,12.0,0.0
1665808,2017-07-03,493-1264,25.0,12.0,15.0
1666029,2017-07-03,493-1264,24.0,12.0,30.0
1666250,2017-07-03,493-1264,24.0,12.0,45.0
1666471,2017-07-03,493-1264,23.0,13.0,0.0
1666692,2017-07-03,493-1264,24.0,13.0,15.0
1666913,2017-07-03,493-1264,24.0,13.0,30.0
1667134,2017-07-03,493-1264,25.0,13.0,45.0
1667355,2017-07-03,493-1264,25.0,14.0,0.0
1667576,2017-07-03,493-1264,25.0,14.0,15.0
1667797,2017-07-03,493-1264,25.0,14.0,30.0
1668018,2017-07-03,493-1264,25.0,14.0,45.0
1668239,2017-07-03,493-1264,25.0,15.0,0.0
1668460,2017-07-03,493-1264,25.0,15.0,15.0
1668681,2017-07-03,493-1264,26.0,15.0,30.0
1668902,2017-07-03,493-1264,26.0,15.0,45.0
1669123,2017-07-03,493-1264,26.0,16.0,0.0
1669344,2017-07-03,493-1264,26.0,16.0,15.0
1669565,2017-07-03,493-1264,26.0,16.0,30.0
1669786,2017-07-03,493-1264,26.0,16.0,45.0
1670007,2017-07-03,493-1264,25.0,17.0,0.0
1670228,2017-07-03,493-1264,24.0,17.0,15.0
1670449,2017-07-03,493-1264,24.0,17.0,30.0
1670670,2017-07-03,493-1264,24.0,17.0,45.0
1670891,2017-07-03,493-1264,24.0,18.0,0.0
1671112,2017-07-03,493-1264,24.0,18.0,15.0
1671333,2017-07-03,493-1264,25.0,18.0,30.0
1671554,2017-07-03,493-1264,25.0,18.0,45.0
1671775,2017-07-03,493-1264,24.0,19.0,0.0
1671996,2017-07-03,493-1264,24.0,19.0,15.0
1672217,2017-07-03,493-1264,23.0,19.0,30.0
1672438,2017-07-03,493-1264,23.0,19.0,45.0
1672659,2017-07-03,493-1264,23.0,20.0,0.0
1672880,2017-07-03,493-1264,23.0,20.0,15.0
1673101,2017-07-03,493-1264,23.0,20.0,30.0
1673322,2017-07-03,493-1264,22.0,20.0,45.0
1673543,2017-07-03,493-1264,22.0,21.0,0.0
1673764,2017-07-03,493-1264,22.0,21.0,15.0
1673985,2017-07-03,493-1264,22.0,21.0,30.0
1674206,2017-07-03,493-1264,22.0,21.0,45.0
1674427,2017-07-03,493-1264,22.0,22.0,0.0
1674648,2017-07-03,493-1264,22.0,22.0,15.0
1674869,2017-07-03,493-1264,21.0,22.0,30.0
1675090,2017-07-03,493-1264,21.0,22.0,45.0
1675311,2017-07-03,493-1264,21.0,23.0,0.0
1675532,2017-07-03,493-1264,21.0,23.0,15.0
1675753,2017-07-03,493-1264,21.0,23.0,30.0
1675974,2017-07-03,493-1264,21.0,23.0,45.0
1676195,2017-07-04,493-1264,22.0,0.0,0.0
1676416,2017-07-04,493-1264,22.0,0.0,15.0
1676637,2017-07-04,493-1264,20.0,0.0,30.0
1676858,2017-07-04,493-1264,19.0,0.0,45.0
1677079,2017-07-04,493-1264,19.0,1.0,0.0
1677300,2017-07-04,493-1264,18.0,1.0,15.0
1677521,2017-07-04,493-1264,18.0,1.0,30.0
1677742,2017-07-04,493-1264,17.0,1.0,45.0
1677963,2017-07-04,493-1264,17.0,2.0,0.0
1678184,2017-07-04,493-1264,17.0,2.0,15.0
1678405,2017-07-04,493-1264,17.0,2.0,30.0
1678626,2017-07-04,493-1264,16.0,2.0,45.0
1678847,2017-07-04,493-1264,16.0,3.0,0.0
1679068,2017-07-04,493-1264,17.0,3.0,15.0
1679289,2017-07-04,493-1264,16.0,3.0,30.0
1679510,2017-07-04,493-1264,16.0,3.0,45.0
1679731,2017-07-04,493-1264,16.0,4.0,0.0
1679952,2017-07-04,493-1264,17.0,4.0,15.0
1680173,2017-07-04,493-1264,16.0,4.0,30.0
1680394,2017-07-04,493-1264,17.0,4.0,45.0
1680615,2017-07-04,493-1264,17.0,5.0,0.0
1680836,2017-07-04,493-1264,18.0,5.0,15.0
1681057,2017-07-04,493-1264,18.0,5.0,30.0
1681278,2017-07-04,493-1264,18.0,5.0,45.0
1681499,2017-07-04,493-1264,17.0,6.0,0.0
1681720,2017-07-04,493-1264,17.0,6.0,15.0
1681941,2017-07-04,493-1264,17.0,6.0,30.0
1682162,2017-07-04,493-1264,18.0,6.0,45.0
1682383,2017-07-04,493-1264,18.0,7.0,0.0
1682604,2017-07-04,493-1264,18.0,7.0,15.0
1682825,2017-07-04,493-1264,19.0,7.0,30.0
1683046,2017-07-04,493-1264,20.0,7.0,45.0
1683267,2017-07-04,493-1264,21.0,8.0,0.0
1683488,2017-07-04,493-1264,21.0,8.0,15.0
1683709,2017-07-04,493-1264,21.0,8.0,30.0
1683930,2017-07-04,493-1264,21.0,8.0,45.0
1684151,2017-07-04,493-1264,22.0,9.0,0.0
1684372,2017-07-04,493-1264,23.0,9.0,15.0
1684593,2017-07-04,493-1264,23.0,9.0,30.0
1684814,2017-07-04,493-1264,23.0,9.0,45.0
1685035,2017-07-04,493-1264,23.0,10.0,0.0
1685256,2017-07-04,493-1264,23.0,10.0,15.0
1685477,2017-07-04,493-1264,23.0,10.0,30.0
1685698,2017-07-04,493-1264,23.0,10.0,45.0
1685919,2017-07-04,493-1264,23.0,11.0,0.0
1686140,2017-07-04,493-1264,23.0,11.0,15.0
1686361,2017-07-04,493-1264,23.0,11.0,30.0
1686582,2017-07-04,493-1264,22.0,11.0,45.0
1686803,2017-07-04,493-1264,22.0,12.0,0.0
1687024,2017-07-04,493-1264,22.0,12.0,15.0
1687245,2017-07-04,493-1264,22.0,12.0,30.0
1687466,2017-07-04,493-1264,22.0,12.0,45.0
1687687,2017-07-04,493-1264,22.0,13.0,0.0
1687908,2017-07-04,493-1264,21.0,13.0,15.0
1688129,2017-07-04,493-1264,21.0,13.0,30.0
1688350,2017-07-04,493-1264,22.0,13.0,45.0
1688571,2017-07-04,493-1264,23.0,14.0,0.0
1688792,2017-07-04,493-1264,22.0,14.0,15.0
1689013,2017-07-04,493-1264,22.0,14.0,30.0
1689234,2017-07-04,493-1264,24.0,14.0,45.0
1689455,2017-07-04,493-1264,24.0,15.0,0.0
1689676,2017-07-04,493-1264,24.0,15.0,15.0
1689897,2017-07-04,493-1264,25.0,15.0,30.0
1690118,2017-07-04,493-1264,25.0,15.0,45.0
1690339,2017-07-04,493-1264,25.0,16.0,0.0
1690560,2017-07-04,493-1264,25.0,16.0,15.0
1690781,2017-07-04,493-1264,24.0,16.0,30.0
1691002,2017-07-04,493-1264,24.0,16.0,45.0
1691223,2017-07-04,493-1264,24.0,17.0,0.0
1691444,2017-07-04,493-1264,24.0,17.0,15.0
1691665,2017-07-04,493-1264,24.0,17.0,30.0
1691886,2017-07-04,493-1264,24.0,17.0,45.0
1692107,2017-07-04,493-1264,25.0,18.0,0.0
1692328,2017-07-04,493-1264,25.0,18.0,15.0
1692549,2017-07-04,493-1264,25.0,18.0,30.0
1692770,2017-07-04,493-1264,24.0,18.0,45.0
1692991,2017-07-04,493-1264,24.0,19.0,0.0
1693212,2017-07-04,493-1264,23.0,19.0,15.0
1693433,2017-07-04,493-1264,22.0,19.0,30.0
1693654,2017-07-04,493-1264,22.0,19.0,45.0
1693875,2017-07-04,493-1264,21.0,20.0,0.0
1694096,2017-07-04,493-1264,21.0,20.0,15.0
1694317,2017-07-04,493-1264,21.0,20.0,30.0
1694538,2017-07-04,493-1264,20.0,20.0,45.0
1694759,2017-07-04,493-1264,19.0,21.0,0.0
1694980,2017-07-04,493-1264,19.0,21.0,15.0
1695201,2017-07-04,493-1264,19.0,21.0,30.0
1695422,2017-07-04,493-1264,19.0,21.0,45.0
1695643,2017-07-04,493-1264,19.0,22.0,0.0
1695864,2017-07-04,493-1264,19.0,22.0,15.0
1696085,2017-07-04,493-1264,19.0,22.0,30.0
1696306,2017-07-04,493-1264,19.0,22.0,45.0
